6.002353e+002,3.473201e+000
6.007174e+002,3.518986e+000
6.011995e+002,3.561283e+000
6.016816e+002,3.602467e+000
6.021638e+002,3.646738e+000
6.026459e+002,3.696870e+000
6.031280e+002,3.751714e+000
6.036101e+002,3.805588e+000
6.040922e+002,3.849953e+000
6.045743e+002,3.876457e+000
6.050565e+002,3.879893e+000
6.055386e+002,3.859855e+000
6.060207e+002,3.820903e+000
6.065028e+002,3.771468e+000
6.069849e+002,3.722053e+000
6.074670e+002,3.682943e+000
6.079492e+002,3.662004e+000
6.084313e+002,3.663042e+000
6.089134e+002,3.685201e+000
6.093955e+002,3.723423e+000
6.098776e+002,3.769686e+000
6.103597e+002,3.814651e+000
6.108419e+002,3.849452e+000
6.113240e+002,3.867330e+000
6.118061e+002,3.864846e+000
6.122882e+002,3.842259e+000
6.127703e+002,3.803113e+000
6.132524e+002,3.753189e+000
6.137346e+002,3.699373e+000
6.142167e+002,3.648651e+000
6.146988e+002,3.607418e+000
6.151809e+002,3.580950e+000
6.156630e+002,3.573003e+000
6.161451e+002,3.585408e+000
6.166273e+002,3.617765e+000
6.171094e+002,3.667274e+000
6.175915e+002,3.728734e+000
6.180736e+002,3.795911e+000
6.185557e+002,3.862079e+000
6.190378e+002,3.921546e+000
6.195200e+002,3.970603e+000
6.200021e+002,4.007552e+000
6.204842e+002,4.032022e+000
6.209663e+002,4.044042e+000
6.214484e+002,4.043493e+000
6.219305e+002,4.030125e+000
6.224127e+002,4.004106e+000
6.228948e+002,3.966792e+000
6.233769e+002,3.921349e+000
6.238590e+002,3.872869e+000
6.243411e+002,3.827901e+000
6.248232e+002,3.793384e+000
6.253054e+002,3.775127e+000
6.257875e+002,3.776086e+000
6.262696e+002,3.794899e+000
6.267517e+002,3.825321e+000
6.272338e+002,3.857122e+000
6.277159e+002,3.878477e+000
6.281981e+002,3.879296e+000
6.286802e+002,3.854638e+000
6.291623e+002,3.807095e+000
6.296444e+002,3.747218e+000
6.301265e+002,3.691304e+000
6.306086e+002,3.656895e+000
6.310908e+002,3.657376e+000
6.315729e+002,3.697634e+000
6.320550e+002,3.772379e+000
6.325371e+002,3.867663e+000
6.330192e+002,3.965043e+000
6.335013e+002,4.046907e+000
6.339835e+002,4.101120e+000
6.344656e+002,4.123255e+000
6.349477e+002,4.115777e+000
6.354298e+002,4.084896e+000
6.359119e+002,4.036971e+000
6.363940e+002,3.976279e+000
6.368762e+002,3.905204e+000
6.373583e+002,3.826249e+000
6.378404e+002,3.744502e+000
6.383225e+002,3.668705e+000
6.388046e+002,3.610003e+000
6.392867e+002,3.578515e+000
6.397689e+002,3.579276e+000
6.402510e+002,3.609366e+000
6.407331e+002,3.657925e+000
6.412152e+002,3.709378e+000
6.416973e+002,3.748770e+000
6.421794e+002,3.766980e+000
6.426616e+002,3.763665e+000
6.431437e+002,3.746800e+000
6.436258e+002,3.729142e+000
6.441079e+002,3.723141e+000
6.445900e+002,3.736319e+000
6.450721e+002,3.768918e+000
6.455543e+002,3.814517e+000
6.460364e+002,3.862926e+000
6.465185e+002,3.903924e+000
6.470006e+002,3.930239e+000
6.474827e+002,3.939156e+000
6.479648e+002,3.932557e+000
6.484470e+002,3.915895e+000
6.489291e+002,3.896274e+000
6.494112e+002,3.880699e+000
6.498933e+002,3.874428e+000
6.503754e+002,3.879966e+000
6.508575e+002,3.896565e+000
6.513397e+002,3.920307e+000
6.518218e+002,3.944932e+000
6.523039e+002,3.963608e+000
6.527860e+002,3.971268e+000
6.532681e+002,3.966706e+000
6.537502e+002,3.953401e+000
6.542324e+002,3.938586e+000
6.547145e+002,3.930701e+000
6.551966e+002,3.936028e+000
6.556787e+002,3.955746e+000
6.561608e+002,3.984835e+000
6.566429e+002,4.013529e+000
6.571251e+002,4.030771e+000
6.576072e+002,4.027966e+000
6.580893e+002,4.001489e+000
6.585714e+002,3.953313e+000
6.590535e+002,3.889941e+000
6.595356e+002,3.820189e+000
6.600178e+002,3.752671e+000
6.604999e+002,3.694012e+000
6.609820e+002,3.648558e+000
6.614641e+002,3.619291e+000
6.619462e+002,3.608840e+000
6.624283e+002,3.619398e+000
6.629105e+002,3.651171e+000
6.633926e+002,3.700444e+000
6.638747e+002,3.759252e+000
6.643568e+002,3.817540e+000
6.648389e+002,3.866463e+000
6.653210e+002,3.900382e+000
6.658032e+002,3.916781e+000
6.662853e+002,3.915241e+000
6.667674e+002,3.897411e+000
6.672495e+002,3.869373e+000
6.677316e+002,3.844755e+000
6.682137e+002,3.840284e+000
6.686959e+002,3.859144e+000
6.691780e+002,3.882653e+000
6.696601e+002,3.890099e+000
6.701422e+002,3.875885e+000
6.706243e+002,3.844520e+000
6.711064e+002,3.802076e+000
6.715886e+002,3.753398e+000
6.720707e+002,3.702726e+000
6.725528e+002,3.654902e+000
6.730349e+002,3.615622e+000
6.735170e+002,3.590377e+000
6.739991e+002,3.582911e+000
6.744813e+002,3.594239e+000
6.749634e+002,3.622496e+000
6.754455e+002,3.663221e+000
6.759276e+002,3.709918e+000
6.764097e+002,3.755255e+000
6.768918e+002,3.793083e+000
6.773740e+002,3.820439e+000
6.778561e+002,3.838164e+000
6.783382e+002,3.849580e+000
6.788203e+002,3.858027e+000
6.793024e+002,3.864806e+000
6.797845e+002,3.868524e+000
6.802667e+002,3.866287e+000
6.807488e+002,3.856029e+000
6.812309e+002,3.838689e+000
6.817130e+002,3.818711e+000
6.821951e+002,3.802449e+000
6.826772e+002,3.795416e+000
6.831594e+002,3.799783e+000
6.836415e+002,3.813187e+000
6.841236e+002,3.829473e+000
6.846057e+002,3.841347e+000
6.850878e+002,3.843849e+000
6.855699e+002,3.836678e+000
6.860521e+002,3.823980e+000
6.865342e+002,3.811893e+000
6.870163e+002,3.805332e+000
6.874984e+002,3.805547e+000
6.879805e+002,3.809466e+000
6.884626e+002,3.811212e+000
6.889448e+002,3.805156e+000
6.894269e+002,3.788882e+000
6.899090e+002,3.764367e+000
6.903911e+002,3.736945e+000
6.908732e+002,3.712939e+000
6.913553e+002,3.697233e+000
6.918375e+002,3.691813e+000
6.923196e+002,3.695808e+000
6.928017e+002,3.706891e+000
6.932838e+002,3.723084e+000
6.937659e+002,3.743827e+000
6.942480e+002,3.769537e+000
6.947302e+002,3.800072e+000
6.952123e+002,3.833077e+000
6.956944e+002,3.863443e+000
6.961765e+002,3.884545e+000
6.966586e+002,3.890914e+000
6.971407e+002,3.880913e+000
6.976229e+002,3.857862e+000
6.981050e+002,3.829006e+000
6.985871e+002,3.802884e+000
6.990692e+002,3.786300e+000
6.995513e+002,3.782084e+000
7.000334e+002,3.788522e+000
7.005156e+002,3.800779e+000
7.009977e+002,3.813544e+000
7.014798e+002,3.823467e+000
7.019619e+002,3.830099e+000
7.024440e+002,3.835123e+000
7.029261e+002,3.840483e+000
7.034083e+002,3.846598e+000
7.038904e+002,3.851641e+000
7.043725e+002,3.852318e+000
7.048546e+002,3.845684e+000
7.053367e+002,3.830867e+000
7.058188e+002,3.809757e+000
7.063010e+002,3.786382e+000
7.067831e+002,3.765382e+000
7.072652e+002,3.750329e+000
7.077473e+002,3.742712e+000
7.082294e+002,3.742078e+000
