nm, %R
1650.000000, 82.773561
1646.000000, 84.155530
1642.000000, 85.198702
1638.000000, 85.916756
1634.000000, 86.455273
1630.000000, 86.894995
1626.000000, 87.310943
1622.000000, 87.663759
1618.000000, 87.990663
1614.000000, 88.319192
1610.000000, 88.663070
1606.000000, 88.947133
1602.000000, 89.129823
1598.000000, 89.239383
1594.000000, 89.298144
1590.000000, 89.324980
1586.000000, 89.317043
1582.000000, 89.364037
1578.000000, 89.302213
1574.000000, 89.318823
1570.000000, 89.278913
1566.000000, 89.237441
1562.000000, 89.161357
1558.000000, 89.176139
1554.000000, 89.238347
1550.000000, 89.306632
1546.000000, 89.366797
1542.000000, 89.475914
1538.000000, 89.591791
1534.000000, 89.657735
1530.000000, 89.666120
1526.000000, 89.655732
1522.000000, 89.629891
1518.000000, 89.558313
1514.000000, 89.463879
1510.000000, 89.354258
1506.000000, 89.216635
1502.000000, 89.073871
1498.000000, 88.903644
1494.000000, 88.647352
1490.000000, 88.453337
1486.000000, 88.193720
1482.000000, 87.911371
1478.000000, 87.554186
1474.000000, 87.169337
1470.000000, 86.814681
1466.000000, 86.399699
1462.000000, 85.961001
1458.000000, 85.526053
1454.000000, 85.134067
1450.000000, 84.730052
1446.000000, 84.342922
1442.000000, 83.930116
1438.000000, 83.497714
1434.000000, 83.128281
1430.000000, 82.748216
1426.000000, 82.379269
1422.000000, 82.125539
1418.000000, 81.972202
1414.000000, 81.903738
1410.000000, 81.872002
1406.000000, 81.796932
1402.000000, 81.675609
1398.000000, 81.510756
1394.000000, 81.294860
1390.000000, 81.174778
1386.000000, 81.211328
1382.000000, 81.448592
1378.000000, 81.893012
1374.000000, 82.537061
1370.000000, 83.452113
1366.000000, 84.582863
1362.000000, 85.832702
1358.000000, 87.079920
1354.000000, 88.288168
1350.000000, 89.405857
1346.000000, 90.497797
1342.000000, 91.465843
1338.000000, 92.279048
1334.000000, 92.929097
1330.000000, 93.403915
1326.000000, 93.686782
1322.000000, 93.859682
1318.000000, 93.949567
1314.000000, 94.024139
1310.000000, 94.089637
1306.000000, 94.094124
1302.000000, 94.110613
1298.000000, 94.123248
1294.000000, 94.140569
1290.000000, 94.117479
1286.000000, 94.069239
1282.000000, 94.046787
1278.000000, 94.018969
1274.000000, 93.969803
1270.000000, 93.882214
1266.000000, 93.785825
1262.000000, 93.712355
1258.000000, 93.615527
1254.000000, 93.455291
1250.000000, 93.313013
1246.000000, 93.163212
1242.000000, 92.958165
1238.000000, 92.675724
1234.000000, 92.366605
1230.000000, 91.993560
1226.000000, 91.544688
1222.000000, 91.022096
1218.000000, 90.403824
1214.000000, 89.688609
1210.000000, 88.859391
1206.000000, 87.893619
1202.000000, 86.772426
1198.000000, 85.552770
1194.000000, 84.291215
1190.000000, 83.091173
1186.000000, 82.143153
1182.000000, 81.613333
1178.000000, 81.566675
1174.000000, 82.006838
1170.000000, 82.845023
1166.000000, 83.924090
1162.000000, 85.113952
1158.000000, 86.285507
1154.000000, 87.363422
1150.000000, 88.336019
1146.000000, 89.192981
1142.000000, 89.977709
1138.000000, 90.674481
1134.000000, 91.332363
1130.000000, 91.943194
1126.000000, 92.451615
1122.000000, 92.832208
1118.000000, 93.067477
1114.000000, 93.158214
1110.000000, 93.148548
1106.000000, 93.084225
1102.000000, 92.954835
1098.000000, 92.792450
1094.000000, 92.657517
1090.000000, 92.585321
1086.000000, 92.555341
1082.000000, 92.573027
1078.000000, 92.675618
1074.000000, 92.852430
1070.000000, 93.052469
1066.000000, 93.243633
1062.000000, 93.370625
1058.000000, 93.449637
1054.000000, 93.497084
1050.000000, 93.515597
1046.000000, 93.496165
1042.000000, 93.444069
1038.000000, 93.378181
1034.000000, 93.311507
1030.000000, 93.228847
1026.000000, 93.181909
1022.000000, 93.115428
1018.000000, 93.057113
1014.000000, 93.046372
1010.000000, 93.053965
1006.000000, 93.068109
1002.000000, 93.124383
998.000000, 93.209768
994.000000, 93.286444
990.000000, 93.331334
986.000000, 93.401622
982.000000, 93.460693
978.000000, 93.485915
974.000000, 93.498745
970.000000, 93.551851
966.000000, 93.580294
962.000000, 93.537540
958.000000, 93.495021
954.000000, 93.454432
950.000000, 93.400746
