nm, %R
1650.000000, 86.107697
1646.000000, 86.606816
1642.000000, 87.599888
1638.000000, 87.850969
1634.000000, 87.949384
1630.000000, 89.091550
1626.000000, 88.938237
1622.000000, 88.993480
1618.000000, 89.061223
1614.000000, 90.297652
1610.000000, 90.123012
1606.000000, 90.734733
1602.000000, 90.486114
1598.000000, 90.844143
1594.000000, 90.127365
1590.000000, 90.311351
1586.000000, 90.309951
1582.000000, 90.829074
1578.000000, 90.592070
1574.000000, 90.352330
1570.000000, 90.681135
1566.000000, 90.651994
1562.000000, 90.352772
1558.000000, 90.655736
1554.000000, 90.938439
1550.000000, 90.604982
1546.000000, 90.496868
1542.000000, 90.527681
1538.000000, 90.912014
1534.000000, 91.145538
1530.000000, 91.170616
1526.000000, 91.324928
1522.000000, 91.067609
1518.000000, 91.333784
1514.000000, 90.727835
1510.000000, 91.141467
1506.000000, 91.038764
1502.000000, 90.821591
1498.000000, 90.727577
1494.000000, 90.462067
1490.000000, 90.197488
1486.000000, 90.294727
1482.000000, 90.074082
1478.000000, 89.767033
1474.000000, 89.699158
1470.000000, 88.943454
1466.000000, 88.633107
1462.000000, 88.359221
1458.000000, 87.887169
1454.000000, 87.517653
1450.000000, 86.805330
1446.000000, 86.446238
1442.000000, 86.290979
1438.000000, 86.223983
1434.000000, 85.531741
1430.000000, 85.064544
1426.000000, 84.262215
1422.000000, 84.119979
1418.000000, 84.420509
1414.000000, 84.576027
1410.000000, 84.530275
1406.000000, 83.778397
1402.000000, 83.318034
1398.000000, 83.023727
1394.000000, 82.194003
1390.000000, 81.591620
1386.000000, 82.629233
1382.000000, 82.668878
1378.000000, 83.072590
1374.000000, 83.098062
1370.000000, 84.932084
1366.000000, 86.688594
1362.000000, 88.094591
1358.000000, 88.975416
1354.000000, 89.412781
1350.000000, 90.649960
1346.000000, 92.717292
1342.000000, 94.182455
1338.000000, 94.451554
1334.000000, 94.859008
1330.000000, 94.907251
1326.000000, 95.038862
1322.000000, 95.284518
1318.000000, 95.298735
1314.000000, 95.456824
1310.000000, 95.634527
1306.000000, 95.424168
1302.000000, 95.392117
1298.000000, 95.609095
1294.000000, 95.770536
1290.000000, 95.778297
1286.000000, 95.467843
1282.000000, 95.403803
1278.000000, 95.401919
1274.000000, 95.466884
1270.000000, 95.375948
1266.000000, 95.284921
1262.000000, 95.152943
1258.000000, 95.220764
1254.000000, 95.040044
1250.000000, 94.895553
1246.000000, 94.943611
1242.000000, 94.517827
1238.000000, 94.276019
1234.000000, 94.195393
1230.000000, 93.972065
1226.000000, 93.449857
1222.000000, 93.069966
1218.000000, 92.392017
1214.000000, 91.687800
1210.000000, 90.737315
1206.000000, 89.665673
1202.000000, 88.467706
1198.000000, 87.133796
1194.000000, 85.639114
1190.000000, 83.434060
1186.000000, 81.292838
1182.000000, 80.599033
1178.000000, 81.123278
1174.000000, 82.089635
1170.000000, 83.417229
1166.000000, 84.514605
1162.000000, 85.595763
1158.000000, 87.205901
1154.000000, 88.430069
1150.000000, 89.065625
1146.000000, 89.500873
1142.000000, 90.218535
1138.000000, 91.075635
1134.000000, 91.813450
1130.000000, 92.558967
1126.000000, 93.179078
1122.000000, 93.844288
1118.000000, 93.991943
1114.000000, 93.868191
1110.000000, 94.018175
1106.000000, 94.010475
1102.000000, 94.033941
1098.000000, 94.230970
1094.000000, 94.257451
1090.000000, 93.884605
1086.000000, 93.907897
1082.000000, 94.169438
1078.000000, 94.157337
1074.000000, 93.964261
1070.000000, 94.120948
1066.000000, 94.327815
1062.000000, 94.140103
1058.000000, 94.055550
1054.000000, 94.028998
1050.000000, 93.777217
1046.000000, 93.790487
1042.000000, 93.903118
1038.000000, 93.589522
1034.000000, 93.466897
1030.000000, 93.362733
1026.000000, 93.715976
1022.000000, 94.009945
1018.000000, 93.595321
1014.000000, 93.470349
1010.000000, 93.588209
1006.000000, 93.850794
1002.000000, 93.674612
998.000000, 93.797931
994.000000, 93.709840
990.000000, 93.686024
986.000000, 94.163649
982.000000, 94.398577
978.000000, 94.094496
974.000000, 94.097913
970.000000, 94.242058
966.000000, 94.222984
962.000000, 93.802566
958.000000, 94.197742
954.000000, 94.438527
950.000000, 94.455354
