nm, %R
1650.000000, 81.594090
1646.000000, 82.428855
1642.000000, 82.793559
1638.000000, 83.920704
1634.000000, 84.487757
1630.000000, 85.099791
1626.000000, 84.829589
1622.000000, 85.360483
1618.000000, 85.117170
1614.000000, 86.969421
1610.000000, 86.655160
1606.000000, 87.462475
1602.000000, 86.981632
1598.000000, 87.543646
1594.000000, 87.298355
1590.000000, 87.744857
1586.000000, 87.510084
1582.000000, 87.934711
1578.000000, 87.512889
1574.000000, 86.943213
1570.000000, 87.261947
1566.000000, 86.998918
1562.000000, 87.172776
1558.000000, 87.256067
1554.000000, 87.576663
1550.000000, 87.370853
1546.000000, 87.164525
1542.000000, 87.371784
1538.000000, 87.476141
1534.000000, 87.590080
1530.000000, 88.196143
1526.000000, 87.612201
1522.000000, 87.720906
1518.000000, 87.707392
1514.000000, 87.528358
1510.000000, 87.460952
1506.000000, 87.380189
1502.000000, 86.861235
1498.000000, 86.858984
1494.000000, 86.421496
1490.000000, 85.916827
1486.000000, 85.745407
1482.000000, 85.807021
1478.000000, 84.899086
1474.000000, 84.657910
1470.000000, 83.878773
1466.000000, 83.826371
1462.000000, 83.120699
1458.000000, 82.644021
1454.000000, 82.051583
1450.000000, 81.315614
1446.000000, 80.989516
1442.000000, 80.758684
1438.000000, 80.475365
1434.000000, 79.881047
1430.000000, 79.642369
1426.000000, 78.448244
1422.000000, 78.350035
1418.000000, 78.788542
1414.000000, 78.914207
1410.000000, 78.730553
1406.000000, 78.697507
1402.000000, 78.036018
1398.000000, 77.990637
1394.000000, 77.394573
1390.000000, 76.869729
1386.000000, 77.880054
1382.000000, 78.087435
1378.000000, 78.473136
1374.000000, 78.659203
1370.000000, 80.588461
1366.000000, 82.572784
1362.000000, 83.717917
1358.000000, 84.761113
1354.000000, 85.496188
1350.000000, 87.079170
1346.000000, 89.201887
1342.000000, 91.097699
1338.000000, 91.578658
1334.000000, 92.093297
1330.000000, 92.234457
1326.000000, 92.268719
1322.000000, 92.458257
1318.000000, 92.788114
1314.000000, 92.822289
1310.000000, 92.751124
1306.000000, 92.875595
1302.000000, 92.842782
1298.000000, 93.097179
1294.000000, 93.099083
1290.000000, 92.956170
1286.000000, 92.967288
1282.000000, 92.800267
1278.000000, 92.637629
1274.000000, 92.648441
1270.000000, 92.538547
1266.000000, 92.431073
1262.000000, 92.358470
1258.000000, 92.093455
1254.000000, 91.952042
1250.000000, 91.969954
1246.000000, 91.638754
1242.000000, 91.245356
1238.000000, 91.063166
1234.000000, 90.825751
1230.000000, 90.436223
1226.000000, 89.647497
1222.000000, 89.065922
1218.000000, 88.237398
1214.000000, 87.545627
1210.000000, 86.529468
1206.000000, 85.349188
1202.000000, 83.909875
1198.000000, 82.300674
1194.000000, 80.531799
1190.000000, 78.490003
1186.000000, 76.663246
1182.000000, 76.207580
1178.000000, 76.924721
1174.000000, 78.004025
1170.000000, 79.904615
1166.000000, 81.203608
1162.000000, 82.603177
1158.000000, 84.167515
1154.000000, 85.625182
1150.000000, 86.471162
1146.000000, 87.294933
1142.000000, 88.245975
1138.000000, 89.112816
1134.000000, 89.969374
1130.000000, 90.904657
1126.000000, 91.742981
1122.000000, 92.342643
1118.000000, 92.675404
1114.000000, 92.469185
1110.000000, 92.533056
1106.000000, 92.828884
1102.000000, 92.917966
1098.000000, 92.967363
1094.000000, 93.050321
1090.000000, 92.743248
1086.000000, 92.825720
1082.000000, 92.878046
1078.000000, 92.846234
1074.000000, 92.776419
1070.000000, 92.922283
1066.000000, 92.942904
1062.000000, 92.798165
1058.000000, 92.704327
1054.000000, 92.508630
1050.000000, 92.193139
1046.000000, 92.464649
1042.000000, 92.443751
1038.000000, 92.225514
1034.000000, 92.227844
1030.000000, 92.016216
1026.000000, 92.096664
1022.000000, 92.378341
1018.000000, 92.107069
1014.000000, 91.955992
1010.000000, 92.229442
1006.000000, 92.454630
1002.000000, 92.249911
998.000000, 92.304942
994.000000, 92.616738
990.000000, 92.433308
986.000000, 92.488905
982.000000, 92.857924
978.000000, 92.331493
974.000000, 92.284575
970.000000, 92.636670
966.000000, 93.215179
962.000000, 93.161058
958.000000, 93.324928
954.000000, 92.698463
950.000000, 92.740647
