nm, %R
1650.000000, 79.991706
1646.000000, 80.761622
1642.000000, 81.261205
1638.000000, 81.834410
1634.000000, 81.896900
1630.000000, 81.803788
1626.000000, 82.712916
1622.000000, 82.576791
1618.000000, 82.519709
1614.000000, 82.172180
1610.000000, 82.339845
1606.000000, 82.418656
1602.000000, 83.104937
1598.000000, 82.459428
1594.000000, 82.856935
1590.000000, 82.807844
1586.000000, 82.698723
1582.000000, 82.153238
1578.000000, 82.775982
1574.000000, 82.374214
1570.000000, 83.083675
1566.000000, 82.696271
1562.000000, 83.209567
1558.000000, 82.848839
1554.000000, 82.272109
1550.000000, 82.779813
1546.000000, 82.534532
1542.000000, 82.780050
1538.000000, 82.199781
1534.000000, 82.758168
1530.000000, 82.507355
1526.000000, 83.068599
1522.000000, 82.424975
1518.000000, 82.543697
1514.000000, 82.068714
1510.000000, 82.565046
1506.000000, 81.826282
1502.000000, 81.702781
1498.000000, 82.191570
1494.000000, 81.787780
1490.000000, 81.787214
1486.000000, 81.690418
1482.000000, 81.683138
1478.000000, 81.587989
1474.000000, 81.528941
1470.000000, 81.274454
1466.000000, 81.149205
1462.000000, 80.687531
1458.000000, 80.420561
1454.000000, 80.407924
1450.000000, 80.873199
1446.000000, 80.232357
1442.000000, 79.960356
1438.000000, 80.231327
1434.000000, 80.255479
1430.000000, 80.069989
1426.000000, 80.048414
1422.000000, 80.052451
1418.000000, 80.103630
1414.000000, 80.285985
1410.000000, 80.204392
1406.000000, 80.655655
1402.000000, 80.284041
1398.000000, 80.730294
1394.000000, 80.844539
1390.000000, 80.714628
1386.000000, 80.776721
1382.000000, 81.196563
1378.000000, 81.316262
1374.000000, 81.373330
1370.000000, 81.634027
1366.000000, 81.532863
1362.000000, 81.884850
1358.000000, 82.390208
1354.000000, 82.683059
1350.000000, 82.516257
1346.000000, 83.022146
1342.000000, 83.330691
1338.000000, 83.371778
1334.000000, 83.499826
1330.000000, 83.542040
1326.000000, 83.767558
1322.000000, 83.530814
1318.000000, 83.733724
1314.000000, 83.782007
1310.000000, 84.015014
1306.000000, 83.866613
1302.000000, 83.795863
1298.000000, 83.442874
1294.000000, 83.468886
1290.000000, 83.489363
1286.000000, 83.669807
1282.000000, 83.544229
1278.000000, 83.704872
1274.000000, 83.757561
1270.000000, 83.725009
1266.000000, 83.623018
1262.000000, 83.792807
1258.000000, 83.695454
1254.000000, 83.527583
1250.000000, 83.611818
1246.000000, 83.371102
1242.000000, 83.361503
1238.000000, 83.068698
1234.000000, 83.193308
1230.000000, 83.039028
1226.000000, 82.640458
1222.000000, 82.478188
1218.000000, 82.521131
1214.000000, 82.179591
1210.000000, 81.865331
1206.000000, 81.616542
1202.000000, 81.472058
1198.000000, 81.102536
1194.000000, 80.725530
1190.000000, 80.912236
1186.000000, 80.718692
1182.000000, 80.599550
1178.000000, 80.964679
1174.000000, 81.411138
1170.000000, 81.625059
1166.000000, 81.878811
1162.000000, 81.981495
1158.000000, 82.364313
1154.000000, 82.733396
1150.000000, 82.818517
1146.000000, 82.911939
1142.000000, 83.285874
1138.000000, 83.204263
1134.000000, 83.488155
1130.000000, 83.720789
1126.000000, 83.816999
1122.000000, 83.712733
1118.000000, 83.565337
1114.000000, 83.982228
1110.000000, 84.033789
1106.000000, 83.803117
1102.000000, 83.720053
1098.000000, 84.035822
1094.000000, 84.328508
1090.000000, 84.019582
1086.000000, 83.907412
1082.000000, 84.018145
1078.000000, 83.988774
1074.000000, 84.191482
1070.000000, 84.308394
1066.000000, 84.367254
1062.000000, 84.043295
1058.000000, 84.061927
1054.000000, 84.203353
1050.000000, 84.092467
1046.000000, 84.149984
1042.000000, 84.307213
1038.000000, 83.872310
1034.000000, 83.605409
1030.000000, 83.929536
1026.000000, 84.143742
1022.000000, 83.754796
1018.000000, 83.645337
1014.000000, 83.793011
1010.000000, 84.058922
1006.000000, 84.067781
1002.000000, 84.463754
998.000000, 84.232150
994.000000, 84.064201
990.000000, 84.007123
986.000000, 83.954932
982.000000, 84.284105
978.000000, 84.907839
974.000000, 84.833242
970.000000, 84.473668
966.000000, 85.183118
962.000000, 84.598380
958.000000, 84.356308
954.000000, 84.300763
950.000000, 84.819531
