nm, %R
1650.000000, 84.287365
1646.000000, 85.400063
1642.000000, 85.964391
1638.000000, 86.407410
1634.000000, 86.396390
1630.000000, 86.319995
1626.000000, 87.096117
1622.000000, 86.976557
1618.000000, 87.219153
1614.000000, 86.790025
1610.000000, 86.901233
1606.000000, 87.190415
1602.000000, 87.801757
1598.000000, 86.766786
1594.000000, 87.316381
1590.000000, 87.202353
1586.000000, 87.303397
1582.000000, 86.431033
1578.000000, 87.412128
1574.000000, 86.992201
1570.000000, 87.203274
1566.000000, 86.631720
1562.000000, 87.216709
1558.000000, 87.266691
1554.000000, 86.858737
1550.000000, 87.254280
1546.000000, 87.050312
1542.000000, 87.180913
1538.000000, 87.107494
1534.000000, 87.575242
1530.000000, 87.056178
1526.000000, 87.126039
1522.000000, 86.802974
1518.000000, 87.380902
1514.000000, 86.330985
1510.000000, 86.673917
1506.000000, 86.775242
1502.000000, 86.507821
1498.000000, 86.533415
1494.000000, 86.272719
1490.000000, 86.676165
1486.000000, 86.328275
1482.000000, 86.040595
1478.000000, 86.109380
1474.000000, 86.070837
1470.000000, 85.402943
1466.000000, 85.681751
1462.000000, 85.416211
1458.000000, 85.144328
1454.000000, 85.330860
1450.000000, 85.507308
1446.000000, 84.769811
1442.000000, 84.943185
1438.000000, 84.739792
1434.000000, 84.516751
1430.000000, 84.482819
1426.000000, 84.424573
1422.000000, 85.143364
1418.000000, 84.602202
1414.000000, 85.188851
1410.000000, 84.990250
1406.000000, 85.064003
1402.000000, 84.880750
1398.000000, 85.114437
1394.000000, 85.092437
1390.000000, 85.066285
1386.000000, 85.226589
1382.000000, 85.523055
1378.000000, 85.509132
1374.000000, 85.744844
1370.000000, 85.895890
1366.000000, 86.141276
1362.000000, 86.240882
1358.000000, 86.469726
1354.000000, 87.045517
1350.000000, 86.902598
1346.000000, 87.094188
1342.000000, 87.460711
1338.000000, 87.567582
1334.000000, 87.783018
1330.000000, 87.724465
1326.000000, 87.846657
1322.000000, 87.755026
1318.000000, 88.110618
1314.000000, 88.207953
1310.000000, 88.264728
1306.000000, 88.016896
1302.000000, 87.868090
1298.000000, 87.756984
1294.000000, 87.641634
1290.000000, 87.941271
1286.000000, 87.784610
1282.000000, 87.754439
1278.000000, 87.987665
1274.000000, 88.016597
1270.000000, 87.991835
1266.000000, 88.114761
1262.000000, 87.967117
1258.000000, 87.789117
1254.000000, 87.888172
1250.000000, 87.938067
1246.000000, 87.672344
1242.000000, 87.828194
1238.000000, 87.475575
1234.000000, 87.424417
1230.000000, 87.544905
1226.000000, 87.267613
1222.000000, 87.164010
1218.000000, 86.876566
1214.000000, 86.685331
1210.000000, 86.385857
1206.000000, 86.163382
1202.000000, 86.015040
1198.000000, 85.730957
1194.000000, 85.498776
1190.000000, 85.398243
1186.000000, 85.224382
1182.000000, 85.280500
1178.000000, 85.676058
1174.000000, 86.251513
1170.000000, 86.224150
1166.000000, 86.543501
1162.000000, 86.765833
1158.000000, 86.835368
1154.000000, 87.190642
1150.000000, 87.125428
1146.000000, 87.470443
1142.000000, 87.893921
1138.000000, 87.788461
1134.000000, 87.984155
1130.000000, 88.055333
1126.000000, 88.113002
1122.000000, 88.105671
1118.000000, 88.015691
1114.000000, 88.103189
1110.000000, 88.146897
1106.000000, 88.324643
1102.000000, 88.164159
1098.000000, 88.273916
1094.000000, 88.498636
1090.000000, 88.238279
1086.000000, 88.322591
1082.000000, 88.530791
1078.000000, 88.396133
1074.000000, 88.357543
1070.000000, 88.510884
1066.000000, 88.911693
1062.000000, 88.628752
1058.000000, 88.336039
1054.000000, 88.590896
1050.000000, 88.573495
1046.000000, 88.334670
1042.000000, 88.648766
1038.000000, 88.659383
1034.000000, 88.154474
1030.000000, 88.045672
1026.000000, 88.130436
1022.000000, 87.899506
1018.000000, 87.785987
1014.000000, 88.248644
1010.000000, 88.303206
1006.000000, 88.289542
1002.000000, 88.262489
998.000000, 88.290915
994.000000, 88.538851
990.000000, 88.886283
986.000000, 88.956057
982.000000, 88.532727
978.000000, 88.737706
974.000000, 88.897320
970.000000, 88.956440
966.000000, 89.098194
962.000000, 89.340552
958.000000, 88.891973
954.000000, 88.814209
950.000000, 89.723244
