nm, %R
1650.000000, 47.565498
1646.000000, 47.558802
1642.000000, 47.469596
1638.000000, 47.400587
1634.000000, 47.322054
1630.000000, 47.253173
1626.000000, 47.212605
1622.000000, 47.188181
1618.000000, 47.112255
1614.000000, 47.023842
1610.000000, 46.915401
1606.000000, 46.810170
1602.000000, 46.590167
1598.000000, 46.466750
1594.000000, 46.298008
1590.000000, 46.170178
1586.000000, 46.035154
1582.000000, 45.950279
1578.000000, 45.888931
1574.000000, 45.821126
1570.000000, 45.825591
1566.000000, 45.872406
1562.000000, 45.849839
1558.000000, 45.893747
1554.000000, 45.947523
1550.000000, 45.984428
1546.000000, 46.032062
1542.000000, 46.020576
1538.000000, 46.023462
1534.000000, 46.075665
1530.000000, 46.027159
1526.000000, 45.964341
1522.000000, 45.886842
1518.000000, 45.764049
1514.000000, 45.618340
1510.000000, 45.463446
1506.000000, 45.275173
1502.000000, 45.097629
1498.000000, 44.901797
1494.000000, 44.690379
1490.000000, 44.494170
1486.000000, 44.324107
1482.000000, 44.161752
1478.000000, 44.029929
1474.000000, 43.921277
1470.000000, 43.831114
1466.000000, 43.716810
1462.000000, 43.693734
1458.000000, 43.666384
1454.000000, 43.715007
1450.000000, 43.796483
1446.000000, 43.953125
1442.000000, 44.130744
1438.000000, 44.426410
1434.000000, 44.897638
1430.000000, 45.473008
1426.000000, 46.172923
1422.000000, 47.014898
1418.000000, 47.936664
1414.000000, 48.927651
1410.000000, 49.873513
1406.000000, 50.740062
1402.000000, 51.464676
1398.000000, 52.100115
1394.000000, 52.671516
1390.000000, 53.294194
1386.000000, 54.055714
1382.000000, 54.998149
1378.000000, 56.083232
1374.000000, 57.149361
1370.000000, 58.189293
1366.000000, 59.248847
1362.000000, 60.370402
1358.000000, 61.529956
1354.000000, 62.734573
1350.000000, 63.848231
1346.000000, 64.813068
1342.000000, 65.594757
1338.000000, 66.202711
1334.000000, 66.682734
1330.000000, 67.074412
1326.000000, 67.390275
1322.000000, 67.657087
1318.000000, 67.865255
1314.000000, 67.982441
1310.000000, 68.070304
1306.000000, 68.141899
1302.000000, 68.169894
1298.000000, 68.169308
1294.000000, 68.165057
1290.000000, 68.115484
1286.000000, 68.062238
1282.000000, 67.987269
1278.000000, 67.879007
1274.000000, 67.772533
1270.000000, 67.619472
1266.000000, 67.433174
1262.000000, 67.176045
1258.000000, 66.899649
1254.000000, 66.597720
1250.000000, 66.208705
1246.000000, 65.744048
1242.000000, 65.172886
1238.000000, 64.420344
1234.000000, 63.512151
1230.000000, 62.453625
1226.000000, 61.262890
1222.000000, 60.092922
1218.000000, 59.072145
1214.000000, 58.314522
1210.000000, 57.892563
1206.000000, 57.780476
1202.000000, 57.898329
1198.000000, 58.181696
1194.000000, 58.604294
1190.000000, 59.135040
1186.000000, 59.845173
1182.000000, 60.825970
1178.000000, 61.944493
1174.000000, 63.121320
1170.000000, 64.272284
1166.000000, 65.285832
1162.000000, 66.169373
1158.000000, 67.004021
1154.000000, 67.839601
1150.000000, 68.656340
1146.000000, 69.473496
1142.000000, 70.311532
1138.000000, 71.117062
1134.000000, 71.825165
1130.000000, 72.360920
1126.000000, 72.733524
1122.000000, 72.996377
1118.000000, 73.177217
1114.000000, 73.305254
1110.000000, 73.394912
1106.000000, 73.473579
1102.000000, 73.542332
1098.000000, 73.578878
1094.000000, 73.603641
1090.000000, 73.612763
1086.000000, 73.643850
1082.000000, 73.656761
1078.000000, 73.630796
1074.000000, 73.611012
1070.000000, 73.612589
1066.000000, 73.592039
1062.000000, 73.562427
1058.000000, 73.542176
1054.000000, 73.541525
1050.000000, 73.531431
1046.000000, 73.526706
1042.000000, 73.538096
1038.000000, 73.550938
1034.000000, 73.578561
1030.000000, 73.558411
1026.000000, 73.551994
1022.000000, 73.616733
1018.000000, 73.724895
1014.000000, 73.767216
1010.000000, 73.812803
1006.000000, 73.947932
1002.000000, 74.068227
998.000000, 74.136340
994.000000, 74.256182
990.000000, 74.415215
986.000000, 74.524613
982.000000, 74.718259
978.000000, 74.850014
974.000000, 75.003949
970.000000, 75.150500
966.000000, 75.260323
962.000000, 75.378506
958.000000, 75.456466
954.000000, 75.487937
950.000000, 75.457603
