nm, %R
1650.000000, 64.331358
1646.000000, 68.087902
1642.000000, 70.615427
1638.000000, 72.167090
1634.000000, 73.193220
1630.000000, 73.734409
1626.000000, 74.104125
1622.000000, 74.311628
1618.000000, 74.478734
1614.000000, 74.746054
1610.000000, 75.212023
1606.000000, 76.024251
1602.000000, 76.974415
1598.000000, 78.044852
1594.000000, 79.070364
1590.000000, 79.909030
1586.000000, 80.544869
1582.000000, 81.025282
1578.000000, 81.300225
1574.000000, 81.484323
1570.000000, 81.613823
1566.000000, 81.698521
1562.000000, 81.696110
1558.000000, 81.648335
1554.000000, 81.531098
1550.000000, 81.440685
1546.000000, 81.293528
1542.000000, 81.186803
1538.000000, 81.149716
1534.000000, 81.158372
1530.000000, 81.254231
1526.000000, 81.320626
1522.000000, 81.467095
1518.000000, 81.569633
1514.000000, 81.642169
1510.000000, 81.614552
1506.000000, 81.419441
1502.000000, 81.153079
1498.000000, 80.734976
1494.000000, 80.196695
1490.000000, 79.555338
1486.000000, 78.876786
1482.000000, 78.153519
1478.000000, 77.344448
1474.000000, 76.433259
1470.000000, 75.502104
1466.000000, 74.547509
1462.000000, 73.617523
1458.000000, 72.754675
1454.000000, 71.994207
1450.000000, 71.367125
1446.000000, 70.870285
1442.000000, 70.557520
1438.000000, 70.447001
1434.000000, 70.478374
1430.000000, 70.553783
1426.000000, 70.508985
1422.000000, 70.288156
1418.000000, 69.842830
1414.000000, 69.176231
1410.000000, 68.196408
1406.000000, 66.744194
1402.000000, 65.113093
1398.000000, 63.111020
1394.000000, 61.517589
1390.000000, 60.825940
1386.000000, 61.391796
1382.000000, 62.671527
1378.000000, 64.658780
1374.000000, 66.408742
1370.000000, 67.780574
1366.000000, 68.867417
1362.000000, 70.160651
1358.000000, 71.626616
1354.000000, 73.239972
1350.000000, 74.993279
1346.000000, 76.938051
1342.000000, 79.042171
1338.000000, 81.258322
1334.000000, 83.387306
1330.000000, 85.174095
1326.000000, 86.461640
1322.000000, 87.202143
1318.000000, 87.593906
1314.000000, 87.824243
1310.000000, 88.025506
1306.000000, 88.154496
1302.000000, 88.222942
1298.000000, 88.286812
1294.000000, 88.364273
1290.000000, 88.374509
1286.000000, 88.338936
1282.000000, 88.285458
1278.000000, 88.215360
1274.000000, 88.170351
1270.000000, 88.166523
1266.000000, 88.207555
1262.000000, 88.264286
1258.000000, 88.296375
1254.000000, 88.241865
1250.000000, 88.115967
1246.000000, 87.964610
1242.000000, 87.767097
1238.000000, 87.495851
1234.000000, 87.174910
1230.000000, 86.763271
1226.000000, 86.272695
1222.000000, 85.710340
1218.000000, 85.066892
1214.000000, 84.311989
1210.000000, 83.467460
1206.000000, 82.601519
1202.000000, 81.651429
1198.000000, 80.604978
1194.000000, 79.370205
1190.000000, 77.840693
1186.000000, 76.007891
1182.000000, 73.976978
1178.000000, 72.019488
1174.000000, 70.560387
1170.000000, 69.925910
1166.000000, 70.251222
1162.000000, 71.435715
1158.000000, 73.193010
1154.000000, 75.186580
1150.000000, 77.119191
1146.000000, 78.812002
1142.000000, 80.218628
1138.000000, 81.359821
1134.000000, 82.367991
1130.000000, 83.350260
1126.000000, 84.387468
1122.000000, 85.453364
1118.000000, 86.418020
1114.000000, 87.148487
1110.000000, 87.613583
1106.000000, 87.898896
1102.000000, 88.085727
1098.000000, 88.189922
1094.000000, 88.229275
1090.000000, 88.223392
1086.000000, 88.176667
1082.000000, 88.121700
1078.000000, 88.030281
1074.000000, 87.911231
1070.000000, 87.806467
1066.000000, 87.710476
1062.000000, 87.579742
1058.000000, 87.427096
1054.000000, 87.274607
1050.000000, 87.156542
1046.000000, 87.055133
1042.000000, 86.970333
1038.000000, 86.897864
1034.000000, 86.871982
1030.000000, 86.859067
1026.000000, 86.837126
1022.000000, 86.757679
1018.000000, 86.684500
1014.000000, 86.641924
1010.000000, 86.603039
1006.000000, 86.557056
1002.000000, 86.556007
998.000000, 86.675814
994.000000, 86.835754
990.000000, 86.990032
986.000000, 87.157309
982.000000, 87.331239
978.000000, 87.520120
974.000000, 87.626507
970.000000, 87.773755
966.000000, 87.875479
962.000000, 87.835039
958.000000, 87.738055
954.000000, 87.561913
950.000000, 87.470700
