nm, %R
1650.000000, 97.963751
1646.000000, 98.693638
1642.000000, 98.973558
1638.000000, 99.133434
1634.000000, 99.268133
1630.000000, 99.217306
1626.000000, 99.266896
1622.000000, 99.177634
1618.000000, 99.128786
1614.000000, 99.101849
1610.000000, 99.108347
1606.000000, 99.191131
1602.000000, 99.386176
1598.000000, 99.549152
1594.000000, 99.704229
1590.000000, 99.894662
1586.000000, 99.911507
1582.000000, 99.930916
1578.000000, 99.959941
1574.000000, 99.934629
1570.000000, 100.017105
1566.000000, 99.967680
1562.000000, 99.980562
1558.000000, 100.038662
1554.000000, 100.044775
1550.000000, 100.031185
1546.000000, 100.009624
1542.000000, 99.941713
1538.000000, 99.960679
1534.000000, 99.967205
1530.000000, 100.004021
1526.000000, 100.026785
1522.000000, 99.983616
1518.000000, 100.016649
1514.000000, 100.011903
1510.000000, 100.039801
1506.000000, 100.057025
1502.000000, 100.026729
1498.000000, 100.024827
1494.000000, 99.989731
1490.000000, 99.950303
1486.000000, 99.939474
1482.000000, 99.901043
1478.000000, 99.845585
1474.000000, 99.827897
1470.000000, 99.743584
1466.000000, 99.635558
1462.000000, 99.555526
1458.000000, 99.449228
1454.000000, 99.400779
1450.000000, 99.345855
1446.000000, 99.310154
1442.000000, 99.315436
1438.000000, 99.356020
1434.000000, 99.424704
1430.000000, 99.430911
1426.000000, 99.362582
1422.000000, 99.197504
1418.000000, 98.955927
1414.000000, 98.720417
1410.000000, 98.451488
1406.000000, 98.241345
1402.000000, 98.093449
1398.000000, 98.016017
1394.000000, 97.983032
1390.000000, 97.883266
1386.000000, 97.681718
1382.000000, 97.524115
1378.000000, 97.392441
1374.000000, 97.349092
1370.000000, 97.361927
1366.000000, 97.472435
1362.000000, 97.641552
1358.000000, 97.842330
1354.000000, 98.078342
1350.000000, 98.291155
1346.000000, 98.497309
1342.000000, 98.844818
1338.000000, 99.235348
1334.000000, 99.617899
1330.000000, 99.820106
1326.000000, 99.951563
1322.000000, 100.033972
1318.000000, 100.050328
1314.000000, 100.094762
1310.000000, 100.111134
1306.000000, 100.118046
1302.000000, 100.093772
1298.000000, 100.117168
1294.000000, 100.113839
1290.000000, 100.127374
1286.000000, 100.100477
1282.000000, 100.114378
1278.000000, 100.149576
1274.000000, 100.149693
1270.000000, 100.155831
1266.000000, 100.140949
1262.000000, 100.103355
1258.000000, 100.101455
1254.000000, 100.153997
1250.000000, 100.170270
1246.000000, 100.142797
1242.000000, 100.141092
1238.000000, 100.152652
1234.000000, 100.157147
1230.000000, 100.192245
1226.000000, 100.238620
1222.000000, 100.231532
1218.000000, 100.165454
1214.000000, 100.098199
1210.000000, 100.067466
1206.000000, 100.011234
1202.000000, 99.901495
1198.000000, 99.832365
1194.000000, 99.674518
1190.000000, 99.420223
1186.000000, 98.985508
1182.000000, 98.366754
1178.000000, 97.712457
1174.000000, 97.183241
1170.000000, 97.008104
1166.000000, 97.084886
1162.000000, 97.301001
1158.000000, 97.697921
1154.000000, 98.093495
1150.000000, 98.460951
1146.000000, 98.767912
1142.000000, 98.981900
1138.000000, 99.083785
1134.000000, 99.159564
1130.000000, 99.252538
1126.000000, 99.471438
1122.000000, 99.670594
1118.000000, 99.772762
1114.000000, 99.886091
1110.000000, 99.922900
1106.000000, 99.930692
1102.000000, 99.962233
1098.000000, 100.022518
1094.000000, 100.028229
1090.000000, 99.982386
1086.000000, 99.997409
1082.000000, 99.973551
1078.000000, 99.988842
1074.000000, 99.961045
1070.000000, 99.948259
1066.000000, 99.972928
1062.000000, 99.958844
1058.000000, 99.954904
1054.000000, 99.932716
1050.000000, 99.890466
1046.000000, 99.856279
1042.000000, 99.818109
1038.000000, 99.830770
1034.000000, 99.886599
1030.000000, 99.871150
1026.000000, 99.880777
1022.000000, 99.899310
1018.000000, 99.846216
1014.000000, 99.823998
1010.000000, 99.822373
1006.000000, 99.733044
1002.000000, 99.743796
998.000000, 99.731320
994.000000, 99.762740
990.000000, 99.804578
986.000000, 99.848255
982.000000, 99.909701
978.000000, 99.990346
974.000000, 99.927798
970.000000, 99.847458
966.000000, 99.936513
962.000000, 99.926724
958.000000, 99.869489
954.000000, 99.916534
950.000000, 100.046638
