nm, %R
1650.000000, 72.833681
1646.000000, 77.249232
1642.000000, 81.652925
1638.000000, 85.497567
1634.000000, 88.630882
1630.000000, 90.840905
1626.000000, 92.240200
1622.000000, 93.024241
1618.000000, 93.484697
1614.000000, 93.823360
1610.000000, 94.205851
1606.000000, 94.631951
1602.000000, 95.113715
1598.000000, 95.329058
1594.000000, 95.475234
1590.000000, 95.591390
1586.000000, 95.602688
1582.000000, 95.698317
1578.000000, 95.720902
1574.000000, 95.793423
1570.000000, 95.801606
1566.000000, 95.848261
1562.000000, 95.846946
1558.000000, 95.809106
1554.000000, 95.814035
1550.000000, 95.849882
1546.000000, 95.880744
1542.000000, 95.903739
1538.000000, 95.862481
1534.000000, 95.842381
1530.000000, 95.899492
1526.000000, 95.884561
1522.000000, 95.846980
1518.000000, 95.809114
1514.000000, 95.780057
1510.000000, 95.741599
1506.000000, 95.659280
1502.000000, 95.575047
1498.000000, 95.452622
1494.000000, 95.383470
1490.000000, 95.334636
1486.000000, 95.229563
1482.000000, 95.055833
1478.000000, 94.877128
1474.000000, 94.656901
1470.000000, 94.435663
1466.000000, 94.230902
1462.000000, 94.064760
1458.000000, 93.904037
1454.000000, 93.724921
1450.000000, 93.622674
1446.000000, 93.518658
1442.000000, 93.369666
1438.000000, 93.124861
1434.000000, 92.921376
1430.000000, 92.726494
1426.000000, 92.505069
1422.000000, 92.366284
1418.000000, 92.293772
1414.000000, 92.359508
1410.000000, 92.408596
1406.000000, 92.534655
1402.000000, 92.731435
1398.000000, 93.002474
1394.000000, 93.244822
1390.000000, 93.487463
1386.000000, 93.608381
1382.000000, 93.642693
1378.000000, 93.624794
1374.000000, 93.740318
1370.000000, 94.032728
1366.000000, 94.162275
1362.000000, 94.252670
1358.000000, 94.348658
1354.000000, 94.596226
1350.000000, 94.951824
1346.000000, 95.408429
1342.000000, 95.786663
1338.000000, 96.152727
1334.000000, 96.441320
1330.000000, 96.578875
1326.000000, 96.644582
1322.000000, 96.675004
1318.000000, 96.715283
1314.000000, 96.782267
1310.000000, 96.815896
1306.000000, 96.784915
1302.000000, 96.834517
1298.000000, 96.838195
1294.000000, 96.859845
1290.000000, 96.897429
1286.000000, 96.933478
1282.000000, 96.954189
1278.000000, 96.959453
1274.000000, 96.948069
1270.000000, 96.910142
1266.000000, 96.846594
1262.000000, 96.848752
1258.000000, 96.838545
1254.000000, 96.816489
1250.000000, 96.774775
1246.000000, 96.762567
1242.000000, 96.737878
1238.000000, 96.668209
1234.000000, 96.549541
1230.000000, 96.447271
1226.000000, 96.348328
1222.000000, 96.220401
1218.000000, 96.101931
1214.000000, 95.991310
1210.000000, 95.864555
1206.000000, 95.761471
1202.000000, 95.666618
1198.000000, 95.493369
1194.000000, 95.216266
1190.000000, 94.889330
1186.000000, 94.628951
1182.000000, 94.469600
1178.000000, 94.400916
1174.000000, 94.402809
1170.000000, 94.512084
1166.000000, 94.695789
1162.000000, 94.908628
1158.000000, 95.123360
1154.000000, 95.383822
1150.000000, 95.542613
1146.000000, 95.634482
1142.000000, 95.622025
1138.000000, 95.456638
1134.000000, 95.192729
1130.000000, 94.909154
1126.000000, 94.873232
1122.000000, 95.139809
1118.000000, 95.586612
1114.000000, 96.072697
1110.000000, 96.484178
1106.000000, 96.773996
1102.000000, 96.969907
1098.000000, 97.077652
1094.000000, 97.118579
1090.000000, 97.144080
1086.000000, 97.158739
1082.000000, 97.176303
1078.000000, 97.170710
1074.000000, 97.184584
1070.000000, 97.214691
1066.000000, 97.204067
1062.000000, 97.244107
1058.000000, 97.236656
1054.000000, 97.163275
1050.000000, 97.140201
1046.000000, 97.200626
1042.000000, 97.236123
1038.000000, 97.179664
1034.000000, 97.087019
1030.000000, 97.072459
1026.000000, 97.082586
1022.000000, 97.144964
1018.000000, 97.183562
1014.000000, 97.111975
1010.000000, 97.111810
1006.000000, 97.151509
1002.000000, 97.151044
998.000000, 97.141453
994.000000, 97.176135
990.000000, 97.162620
986.000000, 97.232258
982.000000, 97.296704
978.000000, 97.273740
974.000000, 97.261126
970.000000, 97.266704
966.000000, 97.318667
962.000000, 97.333044
958.000000, 97.403387
954.000000, 97.417551
950.000000, 97.425665
