nm, %R
1650.000000, 13.351932
1646.000000, 13.566696
1642.000000, 13.547386
1638.000000, 13.517910
1634.000000, 13.458153
1630.000000, 13.514131
1626.000000, 13.500944
1622.000000, 13.416719
1618.000000, 13.455745
1614.000000, 13.377894
1610.000000, 13.417450
1606.000000, 13.487006
1602.000000, 13.340822
1598.000000, 13.392626
1594.000000, 13.360612
1590.000000, 13.436274
1586.000000, 13.410692
1582.000000, 13.448097
1578.000000, 13.367394
1574.000000, 13.194928
1570.000000, 13.331513
1566.000000, 13.256806
1562.000000, 13.307053
1558.000000, 13.290535
1554.000000, 13.402650
1550.000000, 13.255284
1546.000000, 13.305687
1542.000000, 13.314798
1538.000000, 13.299901
1534.000000, 13.358207
1530.000000, 13.343296
1526.000000, 13.352292
1522.000000, 13.204368
1518.000000, 13.288071
1514.000000, 13.306678
1510.000000, 13.269064
1506.000000, 13.369462
1502.000000, 13.353941
1498.000000, 13.313326
1494.000000, 13.294487
1490.000000, 13.177728
1486.000000, 13.258824
1482.000000, 13.233076
1478.000000, 13.211607
1474.000000, 13.254520
1470.000000, 13.310190
1466.000000, 13.238524
1462.000000, 13.218663
1458.000000, 13.230294
1454.000000, 13.238121
1450.000000, 13.253798
1446.000000, 13.264047
1442.000000, 13.166411
1438.000000, 13.241581
1434.000000, 13.260056
1430.000000, 13.244925
1426.000000, 13.202267
1422.000000, 13.233162
1418.000000, 13.238824
1414.000000, 13.280058
1410.000000, 13.296517
1406.000000, 13.320521
1402.000000, 13.311580
1398.000000, 13.321743
1394.000000, 13.303177
1390.000000, 13.390471
1386.000000, 13.266350
1382.000000, 13.284801
1378.000000, 13.247768
1374.000000, 13.156788
1370.000000, 13.316551
1366.000000, 13.303698
1362.000000, 13.245295
1358.000000, 13.261153
1354.000000, 13.211791
1350.000000, 13.122936
1346.000000, 13.084492
1342.000000, 13.147405
1338.000000, 13.144145
1334.000000, 13.151031
1330.000000, 13.154458
1326.000000, 13.150944
1322.000000, 13.139025
1318.000000, 13.145533
1314.000000, 13.127206
1310.000000, 13.119691
1306.000000, 13.160876
1302.000000, 13.101687
1298.000000, 13.117203
1294.000000, 13.158245
1290.000000, 13.166750
1286.000000, 13.125265
1282.000000, 13.090439
1278.000000, 13.041835
1274.000000, 13.083782
1270.000000, 13.122103
1266.000000, 13.073368
1262.000000, 13.089868
1258.000000, 13.096012
1254.000000, 13.049781
1250.000000, 13.015277
1246.000000, 13.053271
1242.000000, 13.124859
1238.000000, 13.134245
1234.000000, 13.127883
1230.000000, 13.119545
1226.000000, 13.093149
1222.000000, 13.117801
1218.000000, 13.108896
1214.000000, 13.107268
1210.000000, 13.143253
1206.000000, 13.093280
1202.000000, 13.072804
1198.000000, 13.123929
1194.000000, 13.094556
1190.000000, 13.045325
1186.000000, 12.996923
1182.000000, 12.990654
1178.000000, 12.991880
1174.000000, 12.999003
1170.000000, 13.052713
1166.000000, 13.020345
1162.000000, 12.981519
1158.000000, 13.033358
1154.000000, 13.017224
1150.000000, 12.983160
1146.000000, 12.962699
1142.000000, 12.965072
1138.000000, 12.986359
1134.000000, 13.050585
1130.000000, 13.088352
1126.000000, 13.112981
1122.000000, 13.080382
1118.000000, 13.051241
1114.000000, 13.020975
1110.000000, 13.016430
1106.000000, 13.045798
1102.000000, 13.037450
1098.000000, 12.997400
1094.000000, 12.990531
1090.000000, 13.109868
1086.000000, 13.161287
1082.000000, 13.105655
1078.000000, 13.065944
1074.000000, 13.057315
1070.000000, 13.185723
1066.000000, 13.258781
1062.000000, 13.159554
1058.000000, 13.142964
1054.000000, 13.193877
1050.000000, 13.207329
1046.000000, 13.216280
1042.000000, 13.284136
1038.000000, 13.255567
1034.000000, 13.220283
1030.000000, 13.260365
1026.000000, 13.262925
1022.000000, 13.317594
1018.000000, 13.370319
1014.000000, 13.378212
1010.000000, 13.469673
1006.000000, 13.409444
1002.000000, 13.478547
998.000000, 13.595859
994.000000, 13.581013
990.000000, 13.540756
986.000000, 13.555683
982.000000, 13.624277
978.000000, 13.744864
974.000000, 13.933603
970.000000, 13.899350
966.000000, 13.927066
962.000000, 14.034522
958.000000, 14.270687
954.000000, 14.374202
950.000000, 14.295430
